#DataThief /Users/stephane/Desktop/saddoughi_traced.jpeg Wednesday 3-Jul-2019 8:15:43 PM
1.339366033, 0.129163808
2.35029316, 0.227075234
3.375983261, 0.341108316
4.388593752, 0.48509795
5.370126311, 0.600350636
6.44082101, 0.715755774
7.424239622, 0.860660111
8.383437594, 0.961925452
9.466562162, 1.063190791
10.47564214, 1.150011434
11.360232627, 1.222387377
12.568868607, 1.29461087
13.357370258, 1.352542114
14.482653284, 1.410320909
15.391215254, 1.468252153
16.353785193, 1.511586249
17.376554464, 1.554920345
18.456537954, 1.569060142
19.610813839, 1.612394237
20.42016287, 1.641283634
21.697244282, 1.68461773
22.592701441, 1.713507127
23.525114607, 1.742396524
24.500487951, 1.78588307
25.506972685, 1.800175318
26.554804005, 1.814467566
27.645680436, 1.828759814
28.786632813, 1.857649211
29.374647284, 1.87209391
30.58695507, 1.900983307
31.843473038, 1.915275555
32.493928514, 1.929720253
33.828785317, 1.944012501
34.513483448, 1.94386005
35.931303954, 1.958152298
36.665260121, 1.972596997
37.407368798, 1.972444546
38.944070667, 1.986736794
39.739567565, 2.001181492
40.543900544, 2.001029042
41.364513306, 2.000876591
43.06377543, 2.015168839
43.935390721, 2.015016388
44.832843566, 2.029461087
45.740264981, 2.029308636
46.6660527, 2.029156186
47.610578458, 2.029003735
48.574221516, 2.028851284
49.557368809, 2.028698834
50.569659832, 2.043143532
51.593195005, 2.042991082
52.637446636, 2.042838631
53.702834028, 2.04268618
54.799803018, 2.057130879
55.908956728, 2.056978428
57.040559825, 2.056825978
58.195066686, 2.056673527
59.372940886, 2.056521076
60.585731164, 2.070965775
61.811992661, 2.070813324
63.063073819, 2.070660874
64.339476989, 2.070508423
65.653716961, 2.084953121
66.982555018, 2.084800671
68.338288896, 2.08464822
69.721462968, 2.084495769
71.145638883, 2.098940468
72.585634011, 2.098788017
74.054774789, 2.098635567
75.567465748, 2.113080265
77.096959111, 2.112927815
78.657409578, 2.112775364
80.249443726, 2.112622913
81.873700811, 2.112470463
83.530833027, 2.112318012
85.221505772, 2.112165561
86.946397908, 2.112013111
88.706202042, 2.11186066
90.518172576, 2.126305359
92.350269798, 2.126152908
94.219448861, 2.126000457
96.126460302, 2.125848007
98.072069852, 2.125695556
100.057058742, 2.125543105
102.082224013, 2.125390655
104.14837884, 2.125238204
106.256352855, 2.125085753
108.406992483, 2.124933303
110.601161282, 2.124780852
112.839740285, 2.124628402
115.12362836, 2.124475951
117.453742567, 2.1243235
119.831018528, 2.12417105
122.256410801, 2.124018599
124.730893266, 2.123866148
127.255459513, 2.123713698
129.831123244, 2.123561247
132.458918676, 2.123408796
135.139900961, 2.123256346
137.875146606, 2.123103895
140.665753908, 2.122951444
143.512843391, 2.122798994
146.417558261, 2.122646543
149.381064863, 2.122494093
152.404553146, 2.122341642
155.489237146, 2.122189191
158.636355472, 2.122036741
161.847171798, 2.12188429
165.122975383, 2.121731839
168.465081571, 2.121579389
171.874832337, 2.121426938
175.353596812, 2.121274487
178.902771842, 2.121122037
182.523782544, 2.120969586
186.218082879, 2.120817135
189.987156236, 2.120664685
193.832516029, 2.120512234
197.755706306, 2.120359784
201.795192887, 2.134804482
205.879548571, 2.134652031
210.046572038, 2.134499581
214.297936493, 2.13434713
218.635349006, 2.134194679
223.060551202, 2.134042229
227.575319948, 2.133889778
232.181468084, 2.133737328
236.880845137, 2.133584877
241.675338069, 2.133432426
246.566872038, 2.133279976
251.603407212, 2.147724674
256.695886332, 2.147572223
261.891437759, 2.147419773
267.192147687, 2.147267322
272.600144534, 2.147114872
278.1175998, 2.146962421
283.746728935, 2.14680997
289.489792228, 2.14665752
295.349095719, 2.146505069
301.326992123, 2.146352617
307.425881771, 2.146200168
313.648213579, 2.146047717
319.99648603, 2.145895266
326.473248176, 2.145742816
333.081100661, 2.145590364
339.822696767, 2.145437914
346.700743479, 2.145285464
353.718002571, 2.145133013
360.877291718, 2.144980563
368.18148562, 2.144828112
375.633517167, 2.144675661
383.236378607, 2.144523211
390.921644629, 2.129773611
